id,wind,wind_category,path
EP091990,55,TS,hursat_hurdat/1990201N12254.HERNAN.1990.07.21.1200.23.GOE-7.048.hursat-b1.v06.h5
EP091990,65,H1,hursat_hurdat/1990201N12254.HERNAN.1990.07.21.1800.24.GOE-7.057.hursat-b1.v06.h5
EP091990,105,H3,hursat_hurdat/1990201N12254.HERNAN.1990.07.22.1200.26.GOE-7.092.hursat-b1.v06.h5
EP091990,115,H4,hursat_hurdat/1990201N12254.HERNAN.1990.07.22.1800.27.GOE-7.101.hursat-b1.v06.h5
EP091990,135,H4,hursat_hurdat/1990201N12254.HERNAN.1990.07.23.1200.29.GOE-7.119.hursat-b1.v06.h5
EP091990,135,H4,hursat_hurdat/1990201N12254.HERNAN.1990.07.23.1800.30.GOE-7.119.hursat-b1.v06.h5
EP091990,110,H3,hursat_hurdat/1990201N12254.HERNAN.1990.07.25.1800.35.GOE-7.097.hursat-b1.v06.h5
EP091990,50,TS,hursat_hurdat/1990201N12254.HERNAN.1990.07.28.1200.45.GOE-7.044.hursat-b1.v06.h5
EP091990,45,TS,hursat_hurdat/1990201N12254.HERNAN.1990.07.28.1800.46.GOE-7.040.hursat-b1.v06.h5
EP091990,35,TS,hursat_hurdat/1990201N12254.HERNAN.1990.07.29.1200.49.GOE-7.031.hursat-b1.v06.h5
EP091990,35,TS,hursat_hurdat/1990201N12254.HERNAN.1990.07.29.1800.50.GOE-7.031.hursat-b1.v06.h5
EP091990,30,TD,hursat_hurdat/1990201N12254.HERNAN.1990.07.30.1200.53.GOE-7.026.hursat-b1.v06.h5
EP091990,25,TD,hursat_hurdat/1990201N12254.HERNAN.1990.07.30.1800.53.GOE-7.022.hursat-b1.v06.h5
EP101990,25,TD,hursat_hurdat/1990202N10264.ISELLE.1990.07.20.1200.12.GOE-7.022.hursat-b1.v06.h5
EP101990,25,TD,hursat_hurdat/1990202N10264.ISELLE.1990.07.20.1800.12.GOE-7.022.hursat-b1.v06.h5
EP101990,35,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.21.1200.14.GOE-7.031.hursat-b1.v06.h5
EP101990,45,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.21.1800.15.GOE-7.040.hursat-b1.v06.h5
EP101990,60,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.22.1200.17.GOE-7.053.hursat-b1.v06.h5
EP101990,65,H1,hursat_hurdat/1990202N10264.ISELLE.1990.07.22.1800.18.GOE-7.057.hursat-b1.v06.h5
EP101990,80,H1,hursat_hurdat/1990202N10264.ISELLE.1990.07.23.1200.20.GOE-7.070.hursat-b1.v06.h5
EP101990,90,H2,hursat_hurdat/1990202N10264.ISELLE.1990.07.23.1800.21.GOE-7.079.hursat-b1.v06.h5
EP101990,105,H3,hursat_hurdat/1990202N10264.ISELLE.1990.07.25.1800.28.GOE-7.092.hursat-b1.v06.h5
EP101990,65,H1,hursat_hurdat/1990202N10264.ISELLE.1990.07.28.1200.39.GOE-7.057.hursat-b1.v06.h5
EP101990,55,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.28.1800.40.GOE-7.048.hursat-b1.v06.h5
EP101990,40,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.29.1200.40.GOE-7.035.hursat-b1.v06.h5
EP101990,35,TS,hursat_hurdat/1990202N10264.ISELLE.1990.07.29.1800.40.GOE-7.031.hursat-b1.v06.h5
EP101990,25,TD,hursat_hurdat/1990202N10264.ISELLE.1990.07.30.1200.40.GOE-7.022.hursat-b1.v06.h5
AL021990,25,TD,hursat_hurdat/1990203N09318.ARTHUR.1990.07.22.1200.51.MET-4.022.hursat-b1.v06.h5
AL021990,25,TD,hursat_hurdat/1990203N09318.ARTHUR.1990.07.22.1800.52.MET-4.022.hursat-b1.v06.h5
AL021990,25,TD,hursat_hurdat/1990203N09318.ARTHUR.1990.07.23.1200.57.GOE-7.022.hursat-b1.v06.h5
AL021990,25,TD,hursat_hurdat/1990203N09318.ARTHUR.1990.07.23.1800.55.GOE-7.022.hursat-b1.v06.h5
AL021990,35,TS,hursat_hurdat/1990203N09318.ARTHUR.1990.07.24.1200.66.MET-4.031.hursat-b1.v06.h5
AL021990,35,TS,hursat_hurdat/1990203N09318.ARTHUR.1990.07.24.1800.68.MET-4.031.hursat-b1.v06.h5
AL021990,50,TS,hursat_hurdat/1990203N09318.ARTHUR.1990.07.25.1200.72.MET-4.044.hursat-b1.v06.h5
AL021990,60,TS,hursat_hurdat/1990203N09318.ARTHUR.1990.07.25.1800.43.GOE-7.053.hursat-b1.v06.h5
AL031990,25,TD,hursat_hurdat/1990206N34285.BERTHA.1990.07.25.1800.46.GOE-7.022.hursat-b1.v06.h5
AL031990,45,TS,hursat_hurdat/1990206N34285.BERTHA.1990.07.28.1200.43.GOE-7.040.hursat-b1.v06.h5
AL031990,55,TS,hursat_hurdat/1990206N34285.BERTHA.1990.07.28.1800.44.GOE-7.048.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.07.29.1200.46.GOE-7.057.hursat-b1.v06.h5
AL031990,60,TS,hursat_hurdat/1990206N34285.BERTHA.1990.07.29.1800.48.GOE-7.053.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.07.30.1200.52.GOE-7.057.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.07.30.1800.53.GOE-7.057.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.07.31.1200.56.GOE-7.057.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.07.31.1800.57.GOE-7.057.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.08.01.1200.60.GOE-7.057.hursat-b1.v06.h5
AL031990,65,H1,hursat_hurdat/1990206N34285.BERTHA.1990.08.01.1800.62.GOE-7.057.hursat-b1.v06.h5
AL031990,55,TS,hursat_hurdat/1990206N34285.BERTHA.1990.08.02.1200.67.GOE-7.048.hursat-b1.v06.h5
AL041990,25,TD,hursat_hurdat/1990212N10338.CESAR.1990.07.31.1200.31.MET-4.022.hursat-b1.v06.h5
AL041990,25,TD,hursat_hurdat/1990212N10338.CESAR.1990.07.31.1800.33.MET-4.022.hursat-b1.v06.h5
AL041990,30,TD,hursat_hurdat/1990212N10338.CESAR.1990.08.01.1200.38.MET-4.026.hursat-b1.v06.h5
AL041990,30,TD,hursat_hurdat/1990212N10338.CESAR.1990.08.01.1800.40.MET-4.026.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.02.1200.44.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.02.1800.46.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.03.1200.50.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.03.1800.52.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.04.1200.55.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.04.1800.56.MET-4.040.hursat-b1.v06.h5
AL041990,45,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.05.1200.59.MET-4.040.hursat-b1.v06.h5
AL041990,40,TS,hursat_hurdat/1990212N10338.CESAR.1990.08.05.1800.59.MET-4.035.hursat-b1.v06.h5
AL041990,30,TD,hursat_hurdat/1990212N10338.CESAR.1990.08.06.1200.60.MET-4.026.hursat-b1.v06.h5
AL041990,30,TD,hursat_hurdat/1990212N10338.CESAR.1990.08.06.1800.60.MET-4.026.hursat-b1.v06.h5
AL041990,25,TD,hursat_hurdat/1990212N10338.CESAR.1990.08.07.1200.65.GOE-7.022.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.02.1800.50.MET-4.026.hursat-b1.v06.h5
AL061990,35,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.03.1200.52.MET-4.031.hursat-b1.v06.h5
AL061990,40,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.03.1800.52.MET-4.035.hursat-b1.v06.h5
AL061990,35,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.04.1200.54.MET-4.031.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.04.1800.54.MET-4.026.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.05.1200.55.MET-4.026.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.05.1800.55.MET-4.022.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.06.1200.56.MET-4.022.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.06.1800.56.MET-4.022.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.07.1200.79.GOE-7.022.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.07.1800.56.MET-4.022.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.08.1200.55.MET-4.026.hursat-b1.v06.h5
AL061990,35,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.08.1800.55.MET-4.031.hursat-b1.v06.h5
AL061990,35,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.09.1200.54.MET-4.031.hursat-b1.v06.h5
AL061990,35,TS,hursat_hurdat/1990215N38337.EDOUARD.1990.08.09.1800.54.MET-4.031.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.10.1200.53.MET-4.026.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.10.1800.52.MET-4.026.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.11.1200.51.MET-4.026.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.11.1800.50.MET-4.026.hursat-b1.v06.h5
AL061990,30,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.12.1200.49.MET-4.026.hursat-b1.v06.h5
AL061990,25,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.12.1800.48.MET-4.022.hursat-b1.v06.h5
AL061990,20,TD,hursat_hurdat/1990215N38337.EDOUARD.1990.08.13.1200.48.MET-4.018.hursat-b1.v06.h5
AL051990,25,TD,hursat_hurdat/1990216N13281.DIANA.1990.08.04.1200.26.GOE-7.022.hursat-b1.v06.h5
AL051990,30,TD,hursat_hurdat/1990216N13281.DIANA.1990.08.04.1800.26.GOE-7.026.hursat-b1.v06.h5
AL051990,45,TS,hursat_hurdat/1990216N13281.DIANA.1990.08.05.1200.26.GOE-7.040.hursat-b1.v06.h5
AL051990,55,TS,hursat_hurdat/1990216N13281.DIANA.1990.08.05.1800.26.GOE-7.048.hursat-b1.v06.h5
AL051990,45,TS,hursat_hurdat/1990216N13281.DIANA.1990.08.06.1200.25.GOE-7.040.hursat-b1.v06.h5
AL051990,50,TS,hursat_hurdat/1990216N13281.DIANA.1990.08.06.1800.25.GOE-7.044.hursat-b1.v06.h5
AL051990,75,H1,hursat_hurdat/1990216N13281.DIANA.1990.08.07.1200.25.GOE-7.066.hursat-b1.v06.h5
AL051990,85,H2,hursat_hurdat/1990216N13281.DIANA.1990.08.07.1800.25.GOE-7.075.hursat-b1.v06.h5
AL051990,30,TD,hursat_hurdat/1990216N13281.DIANA.1990.08.08.1200.25.GOE-7.026.hursat-b1.v06.h5
AL051990,25,TD,hursat_hurdat/1990216N13281.DIANA.1990.08.08.1800.25.GOE-7.022.hursat-b1.v06.h5
AL051990,20,TD,hursat_hurdat/1990216N13281.DIANA.1990.08.09.1200.28.GOE-7.018.hursat-b1.v06.h5
CP011990,30,TD,hursat_hurdat/1990219N10214.AKA.1990.08.07.1800.61.GOE-7.026.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.08.1200.65.GOE-7.030.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.08.1800.66.GOE-7.030.hursat-b1.v06.h5
CP011990,45,TS,hursat_hurdat/1990219N10214.AKA.1990.08.09.1200.70.GOE-7.037.hursat-b1.v06.h5
CP011990,50,TS,hursat_hurdat/1990219N10214.AKA.1990.08.09.1800.69.GMS-4.042.hursat-b1.v06.h5
CP011990,55,TS,hursat_hurdat/1990219N10214.AKA.1990.08.10.1200.64.GMS-4.046.hursat-b1.v06.h5
CP011990,55,TS,hursat_hurdat/1990219N10214.AKA.1990.08.10.1800.63.GMS-4.046.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.11.1200.59.GMS-4.034.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.11.1800.58.GMS-4.032.hursat-b1.v06.h5
CP011990,40,TS,hursat_hurdat/1990219N10214.AKA.1990.08.12.1200.54.GMS-4.036.hursat-b1.v06.h5
CP011990,45,TS,hursat_hurdat/1990219N10214.AKA.1990.08.12.1800.53.GMS-4.040.hursat-b1.v06.h5
CP011990,40,TS,hursat_hurdat/1990219N10214.AKA.1990.08.13.1200.48.GMS-4.035.hursat-b1.v06.h5
CP011990,40,TS,hursat_hurdat/1990219N10214.AKA.1990.08.13.1800.46.GMS-4.036.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.14.1200.42.GMS-4.029.hursat-b1.v06.h5
CP011990,35,TS,hursat_hurdat/1990219N10214.AKA.1990.08.14.1800.41.GMS-4.027.hursat-b1.v06.h5
CP011990,25,TD,hursat_hurdat/1990219N10214.AKA.1990.08.15.1200.37.GMS-4.022.hursat-b1.v06.h5
AL071990,25,TD,hursat_hurdat/1990224N09328.FRAN.1990.08.11.1200.39.MET-4.022.hursat-b1.v06.h5
AL071990,25,TD,hursat_hurdat/1990224N09328.FRAN.1990.08.11.1800.41.MET-4.022.hursat-b1.v06.h5
AL071990,30,TD,hursat_hurdat/1990224N09328.FRAN.1990.08.12.1200.49.MET-4.026.hursat-b1.v06.h5
AL071990,25,TD,hursat_hurdat/1990224N09328.FRAN.1990.08.12.1800.52.MET-4.022.hursat-b1.v06.h5
AL071990,30,TD,hursat_hurdat/1990224N09328.FRAN.1990.08.13.1200.55.GOE-7.026.hursat-b1.v06.h5
AL071990,35,TS,hursat_hurdat/1990224N09328.FRAN.1990.08.13.1800.52.GOE-7.031.hursat-b1.v06.h5
AL071990,35,TS,hursat_hurdat/1990224N09328.FRAN.1990.08.14.1200.44.GOE-7.031.hursat-b1.v06.h5
EP131990,25,TD,hursat_hurdat/1990229N11261.JULIO.1990.08.17.1200.15.GOE-7.022.hursat-b1.v06.h5
EP131990,25,TD,hursat_hurdat/1990229N11261.JULIO.1990.08.17.1800.16.GOE-7.022.hursat-b1.v06.h5
EP131990,40,TS,hursat_hurdat/1990229N11261.JULIO.1990.08.18.1200.19.GOE-7.035.hursat-b1.v06.h5
EP131990,45,TS,hursat_hurdat/1990229N11261.JULIO.1990.08.18.1800.20.GOE-7.040.hursat-b1.v06.h5
EP131990,65,H1,hursat_hurdat/1990229N11261.JULIO.1990.08.19.1200.24.GOE-7.057.hursat-b1.v06.h5
EP131990,70,H1,hursat_hurdat/1990229N11261.JULIO.1990.08.19.1800.26.GOE-7.062.hursat-b1.v06.h5
EP131990,85,H2,hursat_hurdat/1990229N11261.JULIO.1990.08.20.1200.29.GOE-7.075.hursat-b1.v06.h5
EP131990,90,H2,hursat_hurdat/1990229N11261.JULIO.1990.08.20.1800.30.GOE-7.079.hursat-b1.v06.h5
EP131990,100,H3,hursat_hurdat/1990229N11261.JULIO.1990.08.21.1200.33.GOE-7.088.hursat-b1.v06.h5
EP131990,100,H3,hursat_hurdat/1990229N11261.JULIO.1990.08.21.1800.34.GOE-7.088.hursat-b1.v06.h5
EP131990,80,H1,hursat_hurdat/1990229N11261.JULIO.1990.08.22.1200.37.GOE-7.070.hursat-b1.v06.h5
EP131990,65,H1,hursat_hurdat/1990229N11261.JULIO.1990.08.22.1800.39.GOE-7.057.hursat-b1.v06.h5
EP131990,45,TS,hursat_hurdat/1990229N11261.JULIO.1990.08.23.1200.44.GOE-7.040.hursat-b1.v06.h5
EP131990,40,TS,hursat_hurdat/1990229N11261.JULIO.1990.08.23.1800.45.GOE-7.035.hursat-b1.v06.h5
EP131990,30,TD,hursat_hurdat/1990229N11261.JULIO.1990.08.24.1200.49.GOE-7.026.hursat-b1.v06.h5
EP131990,25,TD,hursat_hurdat/1990229N11261.JULIO.1990.08.24.1800.50.GOE-7.022.hursat-b1.v06.h5
EP141990,30,TD,hursat_hurdat/1990234N14248.KENNA.1990.08.21.1800.23.GOE-7.026.hursat-b1.v06.h5
EP141990,40,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.22.1200.26.GOE-7.035.hursat-b1.v06.h5
EP141990,45,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.22.1800.27.GOE-7.040.hursat-b1.v06.h5
EP141990,55,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.23.1200.30.GOE-7.048.hursat-b1.v06.h5
EP141990,55,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.23.1800.31.GOE-7.048.hursat-b1.v06.h5
EP141990,55,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.24.1200.33.GOE-7.048.hursat-b1.v06.h5
EP141990,60,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.24.1800.34.GOE-7.053.hursat-b1.v06.h5
EP141990,70,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.25.1200.38.GOE-7.062.hursat-b1.v06.h5
EP141990,70,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.25.1800.39.GOE-7.062.hursat-b1.v06.h5
EP141990,70,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.26.1200.43.GOE-7.062.hursat-b1.v06.h5
EP141990,70,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.26.1800.44.GOE-7.062.hursat-b1.v06.h5
EP141990,70,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.27.1200.46.GOE-7.062.hursat-b1.v06.h5
EP141990,65,H1,hursat_hurdat/1990234N14248.KENNA.1990.08.27.1800.47.GOE-7.057.hursat-b1.v06.h5
EP141990,45,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.28.1200.48.GOE-7.040.hursat-b1.v06.h5
EP141990,40,TS,hursat_hurdat/1990234N14248.KENNA.1990.08.28.1800.48.GOE-7.035.hursat-b1.v06.h5
EP141990,30,TD,hursat_hurdat/1990234N14248.KENNA.1990.08.29.1200.49.GOE-7.026.hursat-b1.v06.h5
EP141990,30,TD,hursat_hurdat/1990234N14248.KENNA.1990.08.29.1800.49.GOE-7.026.hursat-b1.v06.h5
EP141990,20,TD,hursat_hurdat/1990234N14248.KENNA.1990.08.30.1200.51.GOE-7.018.hursat-b1.v06.h5
AL081990,30,TD,hursat_hurdat/1990236N13314.GUSTAV.1990.08.24.1200.56.MET-4.026.hursat-b1.v06.h5
AL081990,30,TD,hursat_hurdat/1990236N13314.GUSTAV.1990.08.24.1800.57.MET-4.026.hursat-b1.v06.h5
AL081990,45,TS,hursat_hurdat/1990236N13314.GUSTAV.1990.08.25.1200.56.GOE-7.040.hursat-b1.v06.h5
AL081990,50,TS,hursat_hurdat/1990236N13314.GUSTAV.1990.08.25.1800.54.GOE-7.044.hursat-b1.v06.h5
AL081990,65,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.08.26.1200.51.GOE-7.057.hursat-b1.v06.h5
AL081990,70,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.08.26.1800.51.GOE-7.062.hursat-b1.v06.h5
AL081990,90,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.08.27.1200.49.GOE-7.079.hursat-b1.v06.h5
AL081990,95,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.08.27.1800.49.GOE-7.084.hursat-b1.v06.h5
AL081990,85,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.08.28.1200.51.GOE-7.075.hursat-b1.v06.h5
AL081990,80,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.08.28.1800.51.GOE-7.070.hursat-b1.v06.h5
AL081990,75,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.08.29.1200.52.GOE-7.066.hursat-b1.v06.h5
AL081990,75,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.08.29.1800.53.GOE-7.066.hursat-b1.v06.h5
AL081990,90,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.08.30.1200.54.GOE-7.079.hursat-b1.v06.h5
AL081990,95,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.08.30.1800.55.GOE-7.084.hursat-b1.v06.h5
AL081990,100,H3,hursat_hurdat/1990236N13314.GUSTAV.1990.08.31.1200.57.GOE-7.088.hursat-b1.v06.h5
AL081990,100,H3,hursat_hurdat/1990236N13314.GUSTAV.1990.08.31.1800.59.GOE-7.088.hursat-b1.v06.h5
AL081990,85,H2,hursat_hurdat/1990236N13314.GUSTAV.1990.09.01.1200.63.GOE-7.075.hursat-b1.v06.h5
AL081990,80,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.09.01.1800.65.GOE-7.070.hursat-b1.v06.h5
AL081990,65,H1,hursat_hurdat/1990236N13314.GUSTAV.1990.09.02.1200.69.MET-4.057.hursat-b1.v06.h5
AL081990,60,TS,hursat_hurdat/1990236N13314.GUSTAV.1990.09.02.1800.70.MET-4.053.hursat-b1.v06.h5
EP151990,20,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.23.1800.17.GOE-7.018.hursat-b1.v06.h5
EP151990,25,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.24.1200.18.GOE-7.022.hursat-b1.v06.h5
EP151990,25,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.24.1800.19.GOE-7.022.hursat-b1.v06.h5
EP151990,30,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.25.1200.22.GOE-7.026.hursat-b1.v06.h5
EP151990,35,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.25.1800.23.GOE-7.031.hursat-b1.v06.h5
EP151990,50,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.26.1200.26.GOE-7.044.hursat-b1.v06.h5
EP151990,55,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.26.1800.27.GOE-7.048.hursat-b1.v06.h5
EP151990,65,H1,hursat_hurdat/1990236N14264.LOWELL.1990.08.27.1200.29.GOE-7.057.hursat-b1.v06.h5
EP151990,65,H1,hursat_hurdat/1990236N14264.LOWELL.1990.08.27.1800.30.GOE-7.057.hursat-b1.v06.h5
EP151990,65,H1,hursat_hurdat/1990236N14264.LOWELL.1990.08.28.1200.32.GOE-7.057.hursat-b1.v06.h5
EP151990,60,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.28.1800.33.GOE-7.053.hursat-b1.v06.h5
EP151990,55,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.29.1200.35.GOE-7.048.hursat-b1.v06.h5
EP151990,50,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.29.1800.36.GOE-7.044.hursat-b1.v06.h5
EP151990,45,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.30.1200.40.GOE-7.040.hursat-b1.v06.h5
EP151990,40,TS,hursat_hurdat/1990236N14264.LOWELL.1990.08.30.1800.41.GOE-7.035.hursat-b1.v06.h5
EP151990,30,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.31.1200.45.GOE-7.026.hursat-b1.v06.h5
EP151990,30,TD,hursat_hurdat/1990236N14264.LOWELL.1990.08.31.1800.46.GOE-7.026.hursat-b1.v06.h5
EP151990,20,TD,hursat_hurdat/1990236N14264.LOWELL.1990.09.01.1200.49.GOE-7.018.hursat-b1.v06.h5
AL091990,30,TD,hursat_hurdat/1990237N13325.HORTENSE.1990.08.25.1200.46.MET-4.026.hursat-b1.v06.h5
AL091990,30,TD,hursat_hurdat/1990237N13325.HORTENSE.1990.08.25.1800.47.MET-4.026.hursat-b1.v06.h5
AL091990,35,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.26.1200.49.MET-4.031.hursat-b1.v06.h5
AL091990,40,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.26.1800.50.MET-4.035.hursat-b1.v06.h5
AL091990,45,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.27.1200.52.MET-4.040.hursat-b1.v06.h5
AL091990,50,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.27.1800.53.MET-4.044.hursat-b1.v06.h5
AL091990,55,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.28.1200.56.MET-4.048.hursat-b1.v06.h5
AL091990,55,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.28.1800.57.MET-4.048.hursat-b1.v06.h5
AL091990,45,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.29.1200.60.MET-4.040.hursat-b1.v06.h5
AL091990,35,TS,hursat_hurdat/1990237N13325.HORTENSE.1990.08.29.1800.62.GOE-7.031.hursat-b1.v06.h5
AL091990,30,TD,hursat_hurdat/1990237N13325.HORTENSE.1990.08.30.1200.62.GOE-7.026.hursat-b1.v06.h5
AL091990,25,TD,hursat_hurdat/1990237N13325.HORTENSE.1990.08.30.1800.62.GOE-7.022.hursat-b1.v06.h5
AL101990,25,TD,hursat_hurdat/1990247N07337.ISIDORE.1990.09.04.1200.33.MET-4.022.hursat-b1.v06.h5
AL101990,30,TD,hursat_hurdat/1990247N07337.ISIDORE.1990.09.04.1800.35.MET-4.026.hursat-b1.v06.h5
AL101990,35,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.05.1200.40.MET-4.031.hursat-b1.v06.h5
AL101990,40,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.05.1800.41.MET-4.035.hursat-b1.v06.h5
AL101990,55,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.06.1200.44.MET-4.048.hursat-b1.v06.h5
AL101990,60,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.06.1800.45.MET-4.053.hursat-b1.v06.h5
AL101990,85,H2,hursat_hurdat/1990247N07337.ISIDORE.1990.09.07.1200.48.MET-4.075.hursat-b1.v06.h5
AL101990,80,H1,hursat_hurdat/1990247N07337.ISIDORE.1990.09.07.1800.49.MET-4.070.hursat-b1.v06.h5
AL101990,65,H1,hursat_hurdat/1990247N07337.ISIDORE.1990.09.08.1200.52.MET-4.057.hursat-b1.v06.h5
AL101990,60,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.08.1800.53.MET-4.053.hursat-b1.v06.h5
AL101990,55,TS,hursat_hurdat/1990247N07337.ISIDORE.1990.09.09.1200.57.MET-4.048.hursat-b1.v06.h5
AL101990,65,H1,hursat_hurdat/1990247N07337.ISIDORE.1990.09.09.1800.59.MET-4.057.hursat-b1.v06.h5
AL101990,65,H1,hursat_hurdat/1990247N07337.ISIDORE.1990.09.10.1200.61.MET-4.057.hursat-b1.v06.h5
AL101990,65,H1,hursat_hurdat/1990247N07337.ISIDORE.1990.09.10.1800.61.MET-4.057.hursat-b1.v06.h5
